movieId,title,actors,director,keyWords,similarMovies,watchProviders
96084,Hands Over the City (Le mani sulla città) (1963),"Rod Steiger, Salvo Randone, Guido Alberti, Marcello Cannavale, Dante Di Pinto",Francesco Rosi,"corruption, politics, election, realism, city council","Harlem Nights, Death to Smoochy, Witness, The Last Boy Scout, Clear and Present Danger",Criterion Channel
96110,"Campaign, The (2012)","Will Ferrell, Zach Galifianakis, Jason Sudeikis, Katherine LaNasa, Dylan McDermott",Jay Roach,"north carolina, politics, politician, election campaign, congressman","Clear and Present Danger, Kiss the Girls, Election, Bulworth, Murder at 1600",
96114,Brake (2012),"Stephen Dorff, Chyler Leigh, JR Bourne, Tom Berenger, Kali Rocha",Gabe Torres,,,
96121,Hope Springs (2012),"Meryl Streep, Steve Carell, Tommy Lee Jones, Jean Smart, Marin Ireland",David Frankel,"maine, psychiatrist, marriage counselling","Final Analysis, What Happens in Vegas, Don Juan DeMarco, Girl, Interrupted, The Jacket",
96150,"Queen of Versailles, The (2012)","Jacqueline Siegel, David Siegel, Virginia Nebab, Katie Stam",Lauren Greenfield,"wealth, bankruptcy, woman director","The Brady Bunch Movie, To Wong Foo, Thanks for Everything! Julie Newmar, John Tucker Must Die, Microcosmos, Look Who's Talking Too","Hulu, Magnolia Selects"
96281,ParaNorman (2012),"Kodi Smit-McPhee, Tucker Albrizzi, Jodelle Ferland, Anna Kendrick, Casey Affleck",Sam Fell,"medium, stop motion, curse, jock, ghost","Mortal Kombat, Ferris Bueller's Day Off, Thir13en Ghosts, Fallen, Apt Pupil","Starz Apple TV Channel, Starz Roku Premium Channel, Starz, DIRECTV, Starz Amazon Channel"
96283,Diary of a Wimpy Kid: Dog Days (2012),"Zachary Gordon, Steve Zahn, Devon Bostick, Robert Capron, Rachael Harris",David Bowers,"best friend, summer, based on children's book, sweet sixteen, duringcreditsstinger","Death to Smoochy, The Nutty Professor, Ferris Bueller's Day Off, The Descent, Woodstock","Disney Plus, Hulu"
96373,Broken (2012),"Tim Roth, Eloise Laurence, Cillian Murphy, Zana Marjanović, Robert Emms",Rufus Norris,"family, diabetic, mental hospital, father daughter relationship","Look Who's Talking Too, Fallen, Seven Days War, The Rake, The Whale",Film Movement Plus
96411,6 Days to Air: The Making of South Park (2011),"Trey Parker, Matt Stone, Bill Hader, Anne Garefino, Frank C. Agnone II",Arthur Bradford,,"Death to Smoochy, American Dreamz, The Man Who Knew Too Little, Pleasantville, Wayne's World","Max, HBO Max"
96417,Premium Rush (2012),"Joseph Gordon-Levitt, Michael Shannon, Jamie Chung, Dania Ramirez, Wolé Parks",David Koepp,"new york city, corruption, underground, race against time, dirty cop","1:1 Thierry Henry, The Element of Crime, The Man, Harlem Nights, To Wong Foo, Thanks for Everything! Julie Newmar",Hulu
96430,"Odd Life of Timothy Green, The (2012)","Jennifer Garner, Joel Edgerton, Ron Livingston, Rosemarie DeWitt, CJ Adams",Peter Hedges,"dodgeball, incredibile","DodgeBall: A True Underdog Story, The Mask, Flubber, The Great Green Wall, Houston, We Have a Problem",Disney Plus
96432,Lawless (2012),"Shia LaBeouf, Tom Hardy, Gary Oldman, Guy Pearce, Jason Clarke",John Hillcoat,"based on novel or book, prohibition era, brother, great depression, bootlegging","Just Cause, Love Story, The Sword in the Stone, Nineteen Eighty-Four, The Jungle Book","Netflix, History Vault, Netflix basic with Ads"
96448,Piranha 3DD (a.k.a. Piranha DD) (2012),"Danielle Panabaker, Matt Bush, Katrina Bowden, Jean-Luc Bilodeau, David Koechner",John Gulager,"animal attack, sequel, breast, creature, water park","The Cave, Young Guns II, Death to Smoochy, The Nutty Professor, Species","Max, HBO Max, Max Amazon Channel, DIRECTV"
96488,Searching for Sugar Man (2012),"Stephen Segerman, Rodriguez, Regan Rodriguez, Eva Rodriguez, Mike Theodore",Malik Bendjelloul,"1970s, mayor, south africa, musician, icon","Donnie Brasco, Starsky & Hutch, In the Line of Fire, Björk: Biophilia Live, Election",
96530,Conception (2011),"Pamela Adlon, Sarah Hyland, Alan Tudyk, Julie Bowen, David Arquette",Josh Stolberg,,,
96563,Paradise Lost 3: Purgatory (2011),"Jason Baldwin, Damien Echols, Jessie Misskelley, Jr., John Mark Byers, Gary Gitchell",Joe Berlinger,,,DIRECTV
96567,"Words, The (2012)","Bradley Cooper, Zoe Saldaña, Jeremy Irons, Dennis Quaid, Olivia Wilde",Brian Klugman,"plagiarized book, aspiring writer","My Salinger Year, Mother, Black Tide, Testament of Youth, Almost Famous","Paramount Plus, Paramount Plus Apple TV Channel , Paramount+ Amazon Channel, Paramount+ Roku Premium Channel, Hoopla"
96588,Pitch Perfect (2012),"Anna Kendrick, Brittany Snow, Anna Camp, Rebel Wilson, Skylar Astin",Jason Moore,"competition, roommate, college, female friendship, misfit","Love Story, The Craft, Down Periscope, Blue Crush, Beautiful Girls","Netflix, Netflix basic with Ads"
96606,Samsara (2011),"Ni Made Megahadi Pratiwi, Puti Sri Candra Dewi, Putu Dinda Pratika, Marcos Luna, Hiroshi Ishiguro",Ron Fricke,"eating, around the world, balance, skyline, sunset","Microcosmos, Powaqqatsi, Mechanic: Resurrection, Naqoyqatsi, 3 Godfathers",
96608,Runaway Brain (1995) ,"Wayne Allwine, Russi Taylor, Kelsey Grammer, Jim Cummings, Bill Farmer",Chris Bailey,short film,"Uncle Thomas: Accounting for the Days, The Man Who Walked Between the Towers, Toy Story That Time Forgot, As Dreamers Do, Sun Song",
96610,Looper (2012),"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Piper Perabo, Noah Segan",Rian Johnson,"suicide, assassin, drug addiction, future, time travel","The Cave, Tristan & Isolde, Police Story, The Element of Crime, Little Man",
96616,That's My Boy (2012),"Adam Sandler, Andy Samberg, Susan Sarandon, Eva Amurri Martino, Leighton Meester",Sean Anders,"infidelity, incest, teacher student relationship, deadbeat dad","Election, Le Divorce, The Ice Cream Truck, Why Knot, Body of Evidence",
96655,Robot & Frank (2012),"Frank Langella, Liv Tyler, James Marsden, Susan Sarandon, Peter Sarsgaard",Jake Schreier,"friendship, robot, senior citizen, cat thief","Beautiful Girls, Runaway, Patients, Lost in Space, Short Circuit",
96691,Resident Evil: Retribution (2012),"Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer, Li Bingbing",Paul W. S. Anderson,"mutant, dystopia, sequel, conspiracy, tokyo, japan","Young Guns II, Eraser, Hudson Hawk, Mortal Kombat, The Man in the Iron Mask",Netflix
96726,Lola Versus (2012),"Greta Gerwig, Joel Kinnaman, Zoe Lister-Jones, Hamish Linklater, Bill Pullman",Daryl Wein,best friend,"The Descent, The Great Outdoors, Nightwatch, Chasing Amy, Dark Horse",
96728,"Master, The (2012)","Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Rami Malek, Laura Dern",Paul Thomas Anderson,"post traumatic stress disorder, sexual obsession, religion, drifter, alcoholic","Europa, The Last Boy Scout, Fallen, Dead Men Don't Wear Plaid, Kung Fu Hustle","Max, HBO Max, Max Amazon Channel, DIRECTV"
96737,Dredd (2012),"Karl Urban, Olivia Thirlby, Lena Headey, Wood Harris, Langley Kirkwood",Pete Travis,"corruption, crime fighter, judge, metropolis, gangster","Confidential Assignment, Police Story, Tales from the Crypt: Demon Knight, Little Man, Harlem Nights",Hulu
96811,End of Watch (2012),"Jake Gyllenhaal, Michael Peña, Natalie Martinez, Anna Kendrick, David Harbour",David Ayer,"ambush, street gang, arrest, human trafficking, friendship","S.W.A.T., Eraser, 11:14, Beautiful Girls, High School High",
96815,V/H/S (2012),"Norma C. Quinones, Lane Hughes, Sophia Takal, Kate Lyn Sheil, Adam Wingard",Joe Swanberg,"webcam, anthology, vhs, handheld camera, burglary","The Blair Witch Project, Paris Je T'aime, Four Rooms, Tbilisi, I Love You, D Company","fuboTV, Hulu, Magnolia Selects"
96821,"Perks of Being a Wallflower, The (2012)","Logan Lerman, Emma Watson, Ezra Miller, Mae Whitman, Kate Walsh",Stephen Chbosky,"based on novel or book, trauma, school friend, friendship, high school","Just Cause, Love Story, Living in Oblivion, The Sword in the Stone, To Wong Foo, Thanks for Everything! Julie Newmar",
96829,"Hunt, The (Jagten) (2012)","Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse Fogelstrøm, Susse Wold",Thomas Vinterberg,"parent child relationship, lie, pedophilia, kindergarten, father","The Good Son, The Faculty, Monster House, High School High, Click","Magnolia Selects, MUBI Amazon Channel"
96832,Holy Motors (2012),"Denis Lavant, Edith Scob, Eva Mendes, Kylie Minogue, Élise Lhomeau",Leos Carax,"limousine, multiple identities, wig, talking car, sewer of paris","The Bourne Identity, Bad Johnson, Things Are Tough All Over, Nice Dreams, Vantage Point","Fandor, Fandor Amazon Channel"
96861,Taken 2 (2012),"Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser, D.B. Sweeney",Olivier Megaton,"fbi, kidnapping, turkey, police chase, teenage daughter","The Cave, Police Story, The Four Feathers, Eraser, Ace Ventura: When Nature Calls","fuboTV, Hulu, DIRECTV"
96917,House at the End of the Street (2012),"Jennifer Lawrence, Elisabeth Shue, Max Thieriot, Gil Bellows, Allie MacDonald",Mark Tonderai,"parent child relationship, child hero, cross dressing, abuse, father son conflict","The Cave, The Four Feathers, Eraser, The Good Son, Thesis","Max, HBO Max, Max Amazon Channel, Hoopla, DIRECTV"
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),"Sammi Cheng, Lau Ching-wan, Cherrie Ying Choi-Yi, Lee San-San, Lam Suet",Johnnie To,hong kong,"Police Story, Enter the Dragon, The Way of the Dragon, Lust, Caution, Lara Croft: Tomb Raider - The Cradle of Life",
96945,Love Lasts Three Years (L'amour dure trois ans) (2011),"Louise Bourgoin, Gaspard Proust, JoeyStarr, Jonathan Lambert, Frédérique Bel",Frédéric Beigbeder,,,
96964,"Tall Man, The (2012)","Jessica Biel, Jodelle Ferland, Stephen McHattie, Jakob Davies, William B. Davis",Pascal Laugier,"kidnapping, missing child","Ace Ventura: When Nature Calls, Monster House, Thesis, Flightplan, Transporter 2",Amazon Prime Video
96975,LOL (2012),"Miley Cyrus, Demi Moore, Douglas Booth, Ashley Greene, Ashley Grace",Lisa Azuelos,"coming of age, teen movie, based on movie, working mom, woman director","The Brady Bunch Movie, To Wong Foo, Thanks for Everything! Julie Newmar, Beautiful Girls, John Tucker Must Die, Microcosmos","Netflix, Netflix basic with Ads"
97024,Rust and Bone (De rouille et d'os) (2012),"Marion Cotillard, Matthias Schoenaerts, Armand Verdure, Céline Sallette, Corinne Masiero",Jacques Audiard,"parent child relationship, underwater, killer whale, surveillance camera, antibes","Free Willy 2: The Adventure Home, Blue Crush, The Good Son, He Got Game, Wally Got Wasted",
97168,Marley (2012),"Ziggy Marley, Rita Marley, Jimmy Cliff, Bunny Wailer, Bob Marley",Kevin Macdonald,"reggae music, duringcreditsstinger","Death to Smoochy, The Nutty Professor, Ferris Bueller's Day Off, DodgeBall: A True Underdog Story, Daredevil",
97172,Frankenweenie (2012),"Charlie Tahan, Catherine O'Hara, Martin Short, Martin Landau, Atticus Shaffer",Tim Burton,"shyness, stop motion, retro, dog, animal death","Click, Babe: Pig in the City, Belle and Sebastian 3: The Last Chapter, The Bear, Lassie Come Home",Disney Plus
97188,Sinister (2012),"Ethan Hawke, Juliet Rylance, Vincent D'Onofrio, James Ransone, Fred Dalton Thompson",Scott Derrickson,"drowning, pennsylvania, usa, child murder, writing, snuff","The Cave, Tristan & Isolde, Police Story, The Element of Crime, The Four Feathers","Max, Max Amazon Channel, HBO Max"
97194,"Thing: Terror Takes Shape, The (1998)","John Carpenter, David Foster, Bill Lancaster, John J. Lloyd, Dean Cundey",Michael Matessino,"movie business, filmmaking, making of","S1m0ne, Anaconda, Marvel Studios Assembled: The Making of Moon Knight, Jay and Silent Bob Strike Back, Unearthed & Untold: The Path to Pet Sematary",
97225,Hotel Transylvania (2012),"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Fran Drescher",Genndy Tartakovsky,"hotel, witch, vampire, love, romance","10, The Sword in the Stone, The Craft, Death to Smoochy, The Nutty Professor","Netflix, Sling TV Orange and Blue"
97230,Side by Side (2012),"Keanu Reeves, Martin Scorsese, James Cameron, David Fincher, David Lynch",Christopher Kenneally,"cinematographer, filmmaking","Dead Men Don't Wear Plaid, Sorry If I Call You Love, The Blair Witch Project, Ring, Scream 2",
97285,Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori) (1960),"Michitarō Mizushima, Mari Shiraki, Misako Watanabe, Shinsuke Ashida, Shoichi Ozawa",Seijun Suzuki,japanese noir,"High and Low, The Most Beautiful Night In The World, Intimidation, I Am Waiting, Rusty Knife",Criterion Channel
97304,Argo (2012),"Ben Affleck, Bryan Cranston, Alan Arkin, John Goodman, Victor Garber",Ben Affleck,"cia, husband wife relationship, revolution, press conference, biography","Spies Like Us, Jingle All the Way, Clear and Present Danger, Ferris Bueller's Day Off, In the Line of Fire","Max, HBO Max, Max Amazon Channel"
97306,Seven Psychopaths (2012),"Colin Farrell, Sam Rockwell, Woody Harrelson, Christopher Walken, Olga Kurylenko",Martin McDonagh,"suicide, alcohol, screenwriter, fight, kidnapping","Tristan & Isolde, Police Story, The Element of Crime, Little Man, The Four Feathers","Paramount Plus, Paramount Plus Apple TV Channel , Paramount+ Amazon Channel, Paramount+ Roku Premium Channel"
97328,Liberal Arts (2012),"Josh Radnor, Elizabeth Olsen, Richard Jenkins, Allison Janney, Elizabeth Reaser",Josh Radnor,"age difference, literature, letter, college, campus","Love Story, Thesis, The Nutty Professor, He Got Game, Sorry If I Call You Love",AMC+ Roku Premium Channel
97470,Catch .44 (2011),"Bruce Willis, Malin Åkerman, Nikki Reed, Deborah Ann Woll, Forest Whitaker",Aaron Harvey,duringcreditsstinger,"Death to Smoochy, The Nutty Professor, Ferris Bueller's Day Off, DodgeBall: A True Underdog Story, Daredevil",
97643,[REC]³ 3 Génesis (2012),"Leticia Dolera, Diego Martín, Ismael Martínez, Àlex Monner, Borja González Santaolalla",Paco Plaza,"religion and supernatural, infection, sequel, demon, demonic possession","Tales from the Crypt: Demon Knight, Young Guns II, Mad Max Beyond Thunderdome, The Crow: Salvation, South Park: Bigger, Longer & Uncut",Amazon Prime Video
97665,Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) (2012),"Édouard Baer, Gérard Depardieu, Guillaume Gallienne, Vincent Lacoste, Valérie Lemercier",Laurent Tirard,"roman, based on comic, courtship, 1st century","Tales from the Crypt: Demon Knight, Asterix Conquers America, The Twelve Tasks of Asterix, Bordello of Blood, The Crow: Salvation",
97701,Paranormal Activity 4 (2012),"Katie Featherston, Kathryn Newton, Matt Shively, Aiden Lovekamp, Brady Allen",Henry Joost,"garage, poltergeist, webcam, imaginary friend, bathtub","Ferris Bueller's Day Off, DodgeBall: A True Underdog Story, A Knight's Tale, Super Duper Alice Cooper, X-Men Origins: Wolverine","Amazon Prime Video, fuboTV, Paramount Plus, Paramount Plus Apple TV Channel , Paramount+ Amazon Channel, MGM Plus Amazon Channel, Paramount+ Roku Premium Channel, MGM Plus"
97742,Alex Cross (2012),"Tyler Perry, Edward Burns, Matthew Fox, Rachel Nichols, Carmen Ejogo",Rob Cohen,ex military,"Scent of a Woman, Shrapnel, The Price We Pay, Watchdog, The Black Panther",Peacock Premium
97752,Cloud Atlas (2012),"Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving, Jim Sturgess",Tom Tykwer,"artificial intelligence, clone, san francisco, california, based on novel or book, future","Just Cause, Love Story, The Brady Bunch Movie, The Sword in the Stone, To Wong Foo, Thanks for Everything! Julie Newmar",
97757,'Hellboy': The Seeds of Creation (2004),"Guillermo del Toro, Mike Mignola, Mike Richardson, Lloyd Levin, Chad Waters",Javier Soto,,,
97785,Silent Hill: Revelation 3D (2012),"Adelaide Clemens, Radha Mitchell, Carrie-Anne Moss, Sean Bean, Malcolm McDowell",M. J. Bassett,"female protagonist, another dimension, based on video game, occult, mall","The Craft, Mortal Kombat, Ferris Bueller's Day Off, The Descent, DodgeBall: A True Underdog Story","DIRECTV, Cinemax Amazon Channel"
97836,Here Comes the Boom (2012),"Kevin James, Salma Hayek, Henry Winkler, Greg Germann, Joe Rogan",Frank Coraci,"mixed martial arts, fighting, high school teacher, prize money, physics teacher","Evolution, The Thin Red Line, Hard Times, To Sir, with Love, Juliet, Naked",
97858,Mental (2012),"Liev Schreiber, Toni Collette, Caroline Goodall, Anthony LaPaglia, Kerry Fox",P.J. Hogan,,,
97860,Killing Them Softly (2012),"Brad Pitt, Scoot McNairy, Ben Mendelsohn, James Gandolfini, Ray Liotta",Andrew Dominik,"poker, gambling, hotel, robbery, based on novel or book","Tristan & Isolde, Police Story, Tales from the Crypt: Demon Knight, Just Cause, Love Story","Starz Apple TV Channel, Starz Roku Premium Channel, Starz, DIRECTV, Starz Amazon Channel"
97866,"Imposter, The (2012)","Frédéric Bourdin, Adam O'Brian, Anna Ruben, Cathy Dresbach, Alan Teichman",Bart Layton,"kidnapping, fake identity, investigation, biography, disappearance","The Man, Ace Ventura: When Nature Calls, Thesis, Flightplan, The Last Boy Scout",Pure Flix
97870,"Sessions, The (Surrogate, The) (2012)","John Hawkes, Helen Hunt, William H. Macy, Moon Bloodgood, Annika Marks",Ben Lewin,"cat, virgin, narration, wheelchair, graduation","The Longest Day, The Jungle Book, Donnie Brasco, Election, Daredevil",
97904,Smashed (2012),"Mary Elizabeth Winstead, Aaron Paul, Octavia Spencer, Nick Offerman, Megan Mullally",James Ponsoldt,"support group, husband wife relationship, addiction, teacher, drinking","The Faculty, Jingle All the Way, The Last Boy Scout, Death Becomes Her, Election",
97913,Wreck-It Ralph (2012),"John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch, Ed O'Neill",Rich Moore,"video game, support group, product placement, bullying, jail","Death to Smoochy, The Nutty Professor, Asterix Conquers America, Ferris Bueller's Day Off, The Twelve Tasks of Asterix",Disney Plus
97921,Silver Linings Playbook (2012),"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Chris Tucker",David O. Russell,"dancing, philadelphia, pennsylvania, based on novel or book, depression, letter","Just Cause, Love Story, The Sword in the Stone, Witness, Beautiful Girls","Amazon Prime Video, Starz Apple TV Channel, Starz Roku Premium Channel, Starz, DIRECTV, Starz Amazon Channel"
